name,material_type,seating_type,speed,height,length,num_inversions,manufacturer,park,status
Orca,Steel,Sit Down,24,4,70,0,Zierer,Loro Parque,operating
Orient Express,Steel,Sit Down,,,,0,Wisdom Rides,Blue Diamond Park,closed definitely
Orient Express,Steel,Sit Down,,,,0,Wisdom Rides,Santa Cruz Beach Boardwalk,closed definitely
Orient Express,na,Sit Down,81,36,1058,4,Arrow,Worlds of Fun,closed definitely
Orkanen,na,Suspended,75,19,453,0,Vekoma,Farup Sommerland,operating
Orkanens Øje,Steel,Sit Down,,11,365,1,Pinfari,Tivoli Friheden,operating
Orochi,Steel,Inverted,90,40,1200,6,B&M,Expoland,closed definitely
Orphan Rocker,Steel,Sit Down,45,25,25,0,na,Scenic World,operating
Orrian Express,na,Alpine,,,770,0,Wiegand,Les Orres,operating
Ortobruco Tour,Steel,Sit Down,35,6,,0,Pinfari,Gardaland,operating
Oscar's Wacky Taxi,Wooden,Sit Down,,12,366,,Gravity Group,Sesame Place,operating
Outlaw Run,Wooden,Sit Down,110,50,,2,RMC,Silver Dollar City,operating
Outlaw,Wooden,Sit Down,77,20,853,0,CCI,Adventureland,operating
OzIris,Steel,Inverted,91,40,1000,5,B&M,Parc Asterix,operating
Ozark Wildcat,Wooden,Sit Down,72,24,793,0,GCI,Celebration City,closed definitely
Pacific Fruit Express,na,Sit Down,,,,,E&F Miler Industries,Happy Hollow Park and Zoo,operating
Padrinos Voladores,Steel,Suspended,13,6,110,0,Zamperla,Parque de Atracciones de Madrid,operating
Pandafull Coaster,na,na,,,,0,Senyo Kogyo,Adventure World,operating
Pandemonium,Steel,Spinning,50,16,412,0,Gerstlauer,Six Flags Discovery Kingdom,relocated
Pandemonium,Steel,Spinning,50,16,412,0,Gerstlauer,Six Flags Fiesta Texas,operating
Pandemonium,Steel,Spinning,50,16,412,0,Gerstlauer,Six Flags St Louis,operating
Pandemonium,Steel,Spinning,50,16,412,0,Gerstlauer,Six flags Over Texas,operating
Pandemonium,Steel,Spinning,50,17,410,0,Gerstlauer,Six Flags New England,operating
Panic Coaster: Back Daaan,Steel,Sit Down,,,,0,Gerstlauer,Tokyo Dome City,operating
Panic Drive,Steel,Sit Down,31,10,236,0,Sansei Yusoki,Nasu Highland Park,operating
Pantheon,Steel,Sit Down,117,54,,2,Intamin,Busch Gardens Williamsburg,announced
Paradise Fall,na,Sit Down,,,,,Intamin,Sun World Danang Wonders,operating
Parrot Coaster,Steel,Wing,108,50,1280,3,B&M,Chimelong Ocean Kingdom,operating
Patriot,Steel,Floorless,72,28,585,2,B&M,California's Great America,operating
Patriot,Steel,Inverted,96,46,939,4,B&M,Worlds of Fun,operating
Paw Patrol,Steel,Sit Down,,4,80,0,Zamperla,Parque de Atracciones de Madrid,operating
Peekaboo Town,Steel,Sit Down,,,,0,Senyo Kogyo,Hirakata Park,operating
Pegase Express,Steel,Sit Down,52,21,928,0,Gerstlauer,Parc Asterix,operating
Pegasus,Steel,Sit Down,,18,,0,CCI,Mt. Olympus Water & Theme Park,operating
Pegasus,Steel,Sit Down,65,15,400,0,Mack,Europa Park,operating
Pegasus,Wooden,Sit Down,55,15,492,0,Dinn Corp.,Efteling,closed definitely
Pendelbahn Flic-Flac,Steel,Sit Down,,6,,0,Heege Freizeittechnik,Familypark,closed definitely
Pendelbahn,Steel,Sit Down,,6,,0,Heege Freizeittechnik,Potts Park,closed definitely
Pendelbahn,Steel,Sit Down,,6,,0,Heege Freizeittechnik,Potts Park,closed definitely
Penguin Coaster,na,Sit Down,,,,0,Zierer,Chimelong Ocean Kingdom,operating
Pepeto,na,Sit Down,,,,,L&T Systems,Soukra Parc,operating
Pepsi-Cola Loop,Steel,Sit Down,,,,0,Pinfari,Ffrith Beach Fun Parc,closed definitely
Pepsi-Cola Loop,Steel,Sit Down,,,,0,na,Ocean Beach Amusement Park,unknown
Peter Rabbit Coaster,Steel,Sit Down,25,4,153,0,Hoei Sangyo,Nagashima Spa Land,operating
Phaethon,Steel,Inverted,90,45,1000,6,B&M,Gyeongju World,operating
Phantom's Revenge,Steel,Sit Down,132,70,975,0,Arrow,Kennywood,operating
Phobia Phear Coaster,na,Sit Down,,45,263,,Premier Rides,Lake Compounce,operating
Phoenix,Steel,Spinning,65,15,,0,Maurer,Adventureland,operating
Phoenix,Wooden,Sit Down,72,24,975,0,Philadelphia Toboggan Coaster,Knoebels,operating
Pierre de tonnerre,Steel,Spinning,,6,,0,Reverchon,Parc du Petit Prince,announced
Pikajuna,Steel,Sit Down,37,7,293,0,Mack,Linnanmäki,operating
Pinball X,Steel,Sit Down,47,13,420,0,Zamperla,Dreamland,operating
Pindsvinet,Steel,Sit Down,,4,80,0,Zamperla,Farup Sommerland,operating
Pink Typhoon Standing Coaster,na,na,,,,0,Togo,Brazilian Park Washuzan Highland,operating
Pioneer,na,Sit Down,60,25,600,0,Zierer,OK Corral,operating
Piraten,Steel,Sit Down,90,32,755,0,Intamin,Djurs Sommerland,operating
Pirates Gold Rush,na,Sit Down,,,,,E&F Miler Industries,Playland's Castaway Cove,operating
Pirates Hideaway,Steel,Sit Down,,,,0,Wisdom Rides,Casino Pier,operating
Pirates' Blast,Steel,Sit Down,43,12,478,0,Senyo Kogyo,Lagunasia,operating
Piuí,Steel,Sit Down,,,120,0,Zamperla,Terra Encantada,closed definitely
Plohseidon,Steel,Sit Down,,,500,0,Zierer,Freizeitpark Plohn,operating
Polar Coaster,Steel,Sit Down,,,,0,Hopkins,Story Land,operating
Polar Explorer,Steel,Water Coaster,70,23,890,0,Mack,Chimelong Ocean Kingdom,operating
Polar X-plorer,Steel,Sit Down,,,,0,Zierer,Legoland Billund,operating
Policías y Ratones,na,Spinning,,,,,Reverchon,Bosque Mágico,operating
Poltergeist,Steel,Sit Down,97,24,825,4,Premier Rides,Six Flags Fiesta Texas,operating
Pomme (la),Steel,Sit Down,,3,,0,Pinfari,Foire,operating
Pomme,Steel,Sit Down,,,,0,DAL,Parc Saint Paul,operating
Pomme,Steel,Sit Down,,,,0,Pinfari,Cita-Parc,closed definitely
Pomme,Steel,Sit Down,,,,0,na,Antibesland,operating
Pomme,Steel,Sit Down,,,,0,na,Europark,operating
Pomme,Steel,Sit Down,30,4,,0,SBF,Didiland,closed definitely
Pony Express,Steel,Motorbike,60,13,400,0,Zamperla,Knott's Berry Farm,operating
Port of Sky Treasure,na,Sit Down,,,,,Vekoma,Sun World Danang Wonders,operating
Poseïdon,Steel,Water Coaster,70,23,836,0,Mack,Europa Park,operating
Possessed,Steel,Sit Down,113,55,215,0,Intamin,Dorney Park,operating
Potts Blitz,Steel,Sit Down,39,9,222,0,Zierer,Potts Park,operating
PowderKeg,Steel,Sit Down,100,30,1068,0,S&S,Silver Dollar City,operating
Predator,Steel,Sit Down,70,22,361,3,Gerstlauer,IMG Worlds of Adventure,operating
Predator,Wooden,Sit Down,80,29,1036,0,Dinn Corp.,Darien Lake,operating
Primeval Whirl,Steel,Spinning,47,13,420,0,Reverchon,Disney's Animal Kingdom,operating
Primordial,na,na,,,,0,na,Lagoon,rumored
Project 1,na,Sit Down,,16,280,,L&T Systems,Cavallino Matto,operating
Project X: Test Strecke,Steel,Sit Down,56,16,400,0,Mack,Legoland Deutschland,operating
Prowler,Wooden,Sit Down,82,31,937,0,GCI,Worlds of Fun,operating
Psycho Mouse,Steel,Sit Down,,,383,0,Arrow,California's Great America,operating
Psyclone,Wooden,Sit Down,81,29,,0,Dinn Corp.,Six Flags Magic Mountain,closed definitely
Psyké underground,Steel,Sit Down,85,42,260,1,Schwarzkopf,Walibi Belgium,operating
Pteranodon Flyers,Steel,Suspended,,,,0,SetPoint,Universal Studios Islands of Adventure,operating
Puff the Little Fire Dragon,Steel,Sit Down,26,3,60,0,Zierer,Lagoon,operating
Pulsar,Steel,Water Coaster,100,45,217,0,Mack,Walibi Belgium,operating
Puss in Boots Giant Journey,Steel,Inverted,,17,427,0,Zamperla,Universal Studios Singapore,operating
Pyrenees,Steel,Inverted,100,45,1234,6,B&M,Parque Espana-Shima Spain Village,operating
Python (1981: 2017),Steel,Sit Down,75,29,750,4,Vekoma,Efteling,retracked
Python (2018),Steel,Sit Down,75,29,750,4,Vekoma,Efteling,operating
Python in Bamboo Forest,Wooden,Sit Down,100,,1558,,GCI,Nanchang Wanda Park,operating
Python,Steel,Sit Down,,11,365,1,Pinfari,Playland's Castaway Cove,closed definitely
Python,Steel,Sit Down,80,21,381,2,Arrow,Busch Gardens Tampa,closed definitely
Python,na,Sit Down,,10,,,Technical Park,Parque Italo Americano,operating
Python,na,Sit Down,40,9,233,,Pinfari,Gulliver's Milton Keynes,operating
Pôle Expresse,Steel,Sit Down,,,,0,na,Foire,operating
Quantum Leap,Steel,Inverted,105,58,367,3,Vekoma,Sochi-Park,operating
Queen Bee,Steel,Inverted,22,7,125,0,Pinfari,Botton's Pleasure Beach,operating
Queen Cobra,na,Inverted,,,689,,Vekoma,Sun World Danang Wonders,operating
Quicksilver Express,Steel,Sit Down,51,11,652,0,Morgan,Gilroy Gardens Family Theme Park,operating
Quimera,Steel,Sit Down,85,34,1050,3,Schwarzkopf,La Feria Chapultepec Magico,operating
R2000,Steel,Sit Down,,,,0,na,Foire,operating
RC Racer,Steel,Sit Down,,25,80,0,Intamin,Hong Kong Disneyland,operating
RC Racer,Steel,Sit Down,,25,82,0,Intamin,Walt Disney Studios,operating
RMC Gwazi,Hybrid,Sit Down,,65,,0,RMC,Busch Gardens Tampa,construction
Rabalder,Steel,Sit Down,40,9,220,0,Zierer,Liseberg,operating
Race Coaster,Steel,Sit Down,,,,0,SBF,The Land of Legends,operating
Race,Steel,Sit Down,,,,,SBF,Wiener Prater,operating
Racer (Left),Wooden,Sit Down,,22,686,0,John Miller,Kennywood,operating
Racer (Left),Wooden,Sit Down,98,27,1040,0,Philadelphia Toboggan Coaster,Kings Island,operating
Racer (Right),Wooden,Sit Down,,22,686,0,John Miller,Kennywood,operating
Racer (Right),Wooden,Sit Down,98,27,1040,0,Philadelphia Toboggan Coaster,Kings Island,operating
Racer 75 (Left),Wooden,Sit Down,90,26,1027,0,Philadelphia Toboggan Coaster,Kings Dominion,operating
Racer 75 (Right),Wooden,Sit Down,90,26,1027,0,Philadelphia Toboggan Coaster,Kings Dominion,operating
Racing Coaster (Manning),na,Sit Down,,,,,na,Foire,operating
Racing Spirou,Steel,Sit Down,65,22,530,0,Zierer,Parc Spirou,operating
Racing,Steel,Sit Down,,,,0,Zierer,Bakken,operating
Rage,Steel,Sit Down,70,22,361,3,Gerstlauer,Adventure Island,operating
Ragin' Cajun,Steel,Sit Down,76,26,285,3,Vekoma,Blue Bayou Dixie Landin',operating
Ragin' Cajun,Steel,Spinning,47,13,420,0,Zamperla,Six Flags Great America,closed definitely
Ragin' Cajun,na,Sit Down,,13,420,0,Zamperla,Six Flags America,operating
Raging Bull,Steel,Sit Down,118,62,1542,0,B&M,Six Flags Great America,operating
Raging Spirits,Steel,Sit Down,60,16,600,1,Intamin,Tokyo DisneySea,operating
Raging Wolf Bobs,Wooden,Sit Down,81,24,,0,Dinn Corp.,Geauga Lake,closed definitely
Raik,Steel,Sit Down,62,25,210,0,Vekoma,Phantasialand,operating
Railblazer,Steel,Sit Down,84,34,,3,RMC,California's Great America,operating
Railway Express,Steel,Sit Down,,,,0,na,Didiland,closed definitely
Rainbow Children,Steel,Sit Down,,,,0,Beijing Jiuhua,Sun Park,operating
Rakevet Harim Leyladim,na,Sit Down,,4,80,,Zamperla,Superland,operating
Rampage,Wooden,Sit Down,90,37,1067,0,CCI,Alabama Adventure,operating
Rampage,na,Sit Down,,,,,Zierer,Big Sheep,operating
Ramses,Steel,Sit Down,,,,0,na,Parque de Atracciones de Zaragoza,operating
Rapid Train,Steel,Sit Down,90,35,680,4,Zamperla,Gyeongnam Mason Robotland,operating
Raptor Attack,Steel,Sit Down,65,15,560,0,Schwarzkopf,Lightwater Valley,operating
Raptor,Steel,Inverted,92,42,1155,6,B&M,Cedar Point,operating
Raptor,Steel,Wing,90,33,770,3,B&M,Gardaland,operating
Raptor,na,Inverted,,,,,Vekoma,Fantasilandia,operating
Rasende Tausendfüssler,Steel,Sit Down,36,8,360,0,Zierer,Tripsdrill,operating
Rasender Roland,Steel,Sit Down,50,16,522,0,Vekoma,Hansa Park,operating
Rat,Steel,Sit Down,45,15,370,0,Maurer,Loudoun Castle,closed definitely
Raton Loroco,Steel,Sit Down,47,13,420,0,Zamperla,Mundo Petapa,operating
Rattenmühle,Steel,Sit Down,50,19,430,0,Gerstlauer,Familypark,operating
Rattle Snake,na,Sit Down,,,,,D.P.V. Rides,Knowsley Safari Park,operating
Rattler,Steel,Sit Down,,,,0,Pinfari,Frontierland Family Theme Park,closed definitely
Rattler,Wooden,Sit Down,104,54,1550,0,RCCA,Six Flags Fiesta Texas,retracked
Rattlesnake,Steel,Sit Down,45,15,370,0,Maurer,Chessington World of Adventures,operating
Ratón Feliz,na,Spinning,29,7,216,,Zamperla,Xetulul,operating
Ratón Loco,Steel,Spinning,47,13,420,0,Reverchon,La Feria Chapultepec Magico,operating
Raupe,Steel,Sit Down,,,,0,SBF,Freizeitpark Plohn,operating
Ravine Flyer 3,Steel,Sit Down,,,,0,E&F Miler Industries,Waldameer,operating
Ravine Flyer II,Hybrid,Sit Down,91,24,884,0,Gravity Group,Waldameer,operating
Reaper: Drop Ride To Doom,Steel,Sit Down,25,7,80,0,Mack,Amsterdam Dungeon,closed definitely
Red Falcon,Steel,Sit Down,70,,1300,0,Senyo Kogyo,Hirakata Park,operating
Red Fire,Steel,Sit Down,110,55,980,2,Intamin,ViaSea,operating
Red Force,Steel,Sit Down,185,112,880,0,Intamin,Ferrari Land,operating
Regina,Steel,Sit Down,90,37,1334,0,Intamin,Tobu Zoo Park,operating
Reinder Coaster,Steel,Sit Down,,,,0,na,MGM Dizzee World,operating
Reise durch das Mittelalter,Steel,Sit Down,50,14,350,0,Abc rides,Ferienzentrum Schloss Dankern,operating
Relámpago,Steel,Sit Down,70,21,375,3,Zamperla,Mundo Petapa,announced
Renegade,Wooden,Sit Down,,32,950,0,GCI,Valleyfair,operating
Requin Express,Steel,Sit Down,,,,0,Preston & Barbieri,Cita-Parc,operating
Revenge of the Mummy the Ride,na,Sit Down,64,14,581,0,Premier Rides,Universal Studios Hollywood,operating
Revenge of the Mummy,Steel,Sit Down,65,14,670,0,Premier Rides,Universal Studios Florida,operating
Revolution,Steel,Sit Down,72,17,193,1,Arrow,Blackpool Pleasure Beach,operating
Rewind Racers,Steel,Sit Down,50,12,181,0,Gerstlauer,Adventure City (Anaheim),operating
Rex's Racer,Steel,Sit Down,,25,82,0,Intamin,Shanghaï Disneyland,operating
Rexplorer,Steel,Sit Down,36,4,250,0,Mack,Mirabilandia,operating
Rhino Coaster,Steel,Sit Down,46,13,335,0,Vekoma,West Midlands Safari Park,operating
Rhombus's Rocket,Steel,Sit Down,36,,,0,Mack,Fantasy Island Ingoldmells,operating
Ricochet,Steel,Sit Down,45,14,370,0,Mack,Carowinds,operating
Riddler Revenge,Steel,Inverted,80,34,689,5,Vekoma,Six Flags New England,operating
Riddler's Revenge,Steel,Stand Up,105,47,1332,6,B&M,Six Flags Magic Mountain,operating
Ride of Steel,Steel,Sit Down,112,63,1645,0,Intamin,Darien Lake,operating
Ridge Runner Mountain Coaster,Steel,na,,,1084,0,Wiegand,Blue Mountain,operating
Ring Racer,Steel,Sit Down,160,38,1215,0,S&S,Nürburgring,closed definitely
Ring-Renner,Steel,Sit Down,,,,0,SBF,Trampolino Familien- und Freizeitpark,operating
Rioolrat,Steel,Sit Down,45,,305,0,Vekoma,Avonturenpark Hellendoorn,operating
Rita,Steel,Sit Down,98,21,647,0,Intamin,Alton Towers,operating
Rittisberg Coaster,Steel,Alpine,,,,0,Wiegand,Erlebnis Rittisberg,operating
River King Mine Train,Steel,Sit Down,60,13,762,0,Arrow,Six Flags St Louis,operating
Road Runner Express,Steel,Sit Down,,22,732,0,Arrow,Six Flags Fiesta Texas,operating
Road Runner Express,Steel,Sit Down,35,9,207,0,Vekoma,Six Flags Magic Mountain,operating
Road Runner Express,Steel,Sit Down,45,15,370,0,Maurer,Kentucky Kingdom,closed definitely
Road Runner Railway,Steel,Sit Down,,3,85,0,Zamperla,Six Flags Great Adventure,operating
Road Runner Rollercoaster,Steel,Sit Down,40,11,335,0,Vekoma,Warner Bros. Movie World,operating
Road Runner's Express,Steel,Sit Down,35,9,207,0,Vekoma,Six Flags New Orleans,closed definitely
Roadrunner Express,Steel,Sit Down,,3,86,0,Zamperla,Six Flags Discovery Kingdom,operating
Roar,Steel,Sit Down,81,27,975,0,GCI,Six Flags America,operating
Roar,Wooden,Sit Down,81,29,1003,0,GCI,Six Flags Discovery Kingdom,retracked
Roar-O-Saurus,na,Sit Down,53,12,378,0,Gravity Group,Story Land,operating
Robin Hood,Wooden,Sit Down,80,32,1000,0,Vekoma,Walibi Holland,retracked
Rock 'N Roll Duncan,Steel,Sit Down,,3,,0,Sansei Yusoki,Fuji-Q Highland,operating
Rock'n Roller Coaster starring Aerosmith,Steel,Sit Down,92,24,1037,3,Vekoma,Walt Disney Studios,operating
Rock'n Roller Coaster starring Aerosmith,Steel,Sit Down,96,24,1027,3,Vekoma,Disney Hollywood Studios,operating
Rocket Cycles,Steel,Motorbike,47,14,300,0,Zamperla,Adventureland,operating
Rocket,na,Sit Down,,14,585,,Schwarzkopf,Furuvik,operating
Rockin Roller,Steel,Sit Down,,15,,0,Fabbri,Botton's Pleasure Beach,operating
Rockin' Roller,Steel,Sit Down,16,6,105,0,Bradley & Kaye,Six Flags St Louis,closed definitely
Rockstar Coaster,na,Sit Down,47,13,420,,Zamperla,Fun Spot Kissimmee,operating
Rodelbaan,na,Sit Down,,4,,0,na,De Waarbeek,operating
Rodeo,Steel,Sit Down,,8,160,0,Pax,VVC Wheel Park,closed definitely
Roler Coaster (le),Steel,Sit Down,,,,0,na,Foire,operating
Roller Boom,Steel,Sit Down,47,13,420,0,Reverchon,Fiabilandia,closed definitely
Roller Coaster (Kiener),na,Sit Down,,,,,Abc rides,Foire,operating
Roller Coaster Mayan,Steel,Inverted,80,33,689,5,Vekoma,Energylandia,operating
Roller Coaster,Steel,Sit Down,,,,0,S.D.C.,Foire,unknown
Roller Coaster,Steel,Sit Down,,,,3,Senyo Kogyo,Beijing Shijingshan Amusement Park,operating
Roller Coaster,Steel,Sit Down,,,,4,Hebei Zhongye,Chongqing Amusement Park,operating
Roller Coaster,Steel,Sit Down,,17,518,0,na,Holiday World Maspalomas,operating
Roller Coaster,Steel,Sit Down,,17,518,0,na,New Jesolandia,operating
Roller Coaster,Steel,Sit Down,,21,380,2,Arrow,MGM Dizzee World,operating
Roller Coaster,Steel,Sit Down,,24,500,3,Hebei Zhongye,Sun Park,operating
Roller Coaster,Steel,Sit Down,24,4,70,0,Zierer,Entertainment City,operating
Roller Coaster,Steel,Sit Down,36,8,360,0,Zierer,Papea Parc,operating
Roller Coaster,Steel,Sit Down,39,9,222,0,Zierer,Parc des Naudières,operating
Roller Coaster,Steel,Sit Down,72,19,762,0,Philadelphia Toboggan Coaster,Lagoon,operating
Roller Coaster,Steel,Sit Down,75,24,,3,Beijing Shibaolai,Natural World Amusement Park,operating
Roller Coaster,Wooden,Sit Down,,21,980,,na,Great Yarmouth Pleasure Beach,operating
Roller Coaster,na,Inverted,,,,,Vekoma,Dream Park,operating
Roller Coaster,na,Sit Down,,,,,Pinfari,Wicksteed Park,operating
Roller Coaster,na,Sit Down,,,,,Top Fun,Clifton Park Amusements,operating
Roller Coaster,na,Sit Down,,,,,Vekoma,Vinpearl Land Phu Quoc,operating
Roller Coaster,na,Sit Down,,,,,na,Dam Sen Park,operating
Roller Coaster,na,Sit Down,,,,1,Chang Long,City Park,operating
Roller Coaster,na,Sit Down,40,12,290,,I.E. Park,Taipei Children's Amusement Park,operating
Roller Coaster,na,Sit Down,45,11,325,,Pinfari,Nicolândia Center Park,operating
Roller Coater,na,Sit Down,,,,,na,Cleethorpes Park,closed definitely
Roller Skater,Steel,Sit Down,35,9,207,0,Vekoma,Kijima Amusement Park,operating
Roller Skater,Steel,Sit Down,36,9,207,0,Vekoma,Kentucky Kingdom,operating
Roller Soaker,Steel,Water Coaster,33,21,396,0,SetPoint,Hersheypark,closed definitely
Roller,Steel,Sit Down,35,9,207,0,Vekoma,Six Flags Mexico,operating
Roller-Coaster,Steel,Sit Down,,,,0,S.D.C.,Lunapark Cap d'Agde,operating
Rollercoaster Wikingów,Steel,Sit Down,40,9,222,0,Zierer,Majaland Kownaty,operating
Rollies Coaster,Steel,Sit Down,,,,0,Pinfari,Morey's Piers,operating
Rollin' Thunder,na,Sit Down,90,35,681,4,Zamperla,OWA,operating
Rolling Thunder Mine Train,Steel,Sit Down,43,,600,0,Soquet,Genting Theme Park,closed definitely
Rolling Thunder,Steel,Sit Down,,,,0,Carl Miler,Tahoe Amusement Park,operating
Rolling Thunder,Wooden,Sit Down,90,29,975,0,Don Rosser & Bill Cobb,Six Flags Great Adventure,closed definitely
Rolling X-Train,Steel,Sit Down,,,,0,Arrow,Everland,operating
Ronde des Rondins,Steel,Sit Down,26,3,60,0,Zierer,Fraispertuis City,operating
Roof Junior Coaster,Steel,Spinning,,15,,0,Fabbri,E-DA Theme Park,operating
Rothaarblitz,Steel,Sit Down,,,,0,Mack,Panorama Park,closed definitely
Rougarou,Steel,Floorless,97,44,1188,4,B&M,Cedar Point,operating
Run A Way Mine Train,Steel,Sit Down,,,,0,Mack,Gold Reef City,operating
Runaway Mine Train,Steel,Sit Down,,,,0,Barbisan,M&D Scotland's Theme Park,operating
Runaway Mine Train,Steel,Sit Down,,,,0,na,Frontierland Family Theme Park,closed definitely
Runaway Mine Train,Steel,Sit Down,,11,731,0,Arrow,Six flags Over Texas,operating
Runaway Mine Train,Steel,Sit Down,,4,80,0,Zamperla,Flamingo Land Theme Park and Zoo,operating
Runaway Mine Train,Steel,Sit Down,36,6,305,0,Mack,Alton Towers,operating
Runaway Mine Train,Steel,Sit Down,61,,,0,Arrow,Six Flags Great Adventure,operating
Runaway Mountain,Steel,Sit Down,64,16,456,0,Premier Rides,Six flags Over Texas,operating
Runaway Train,Steel,Sit Down,,,,,SBF,St Nicholas Park,operating
Runaway Train,Steel,Sit Down,,,,0,na,Botton's Pleasure Beach,operating
Runaway Train,Steel,Sit Down,,,,0,na,Ocean Beach Amusement Park,unknown
Runaway Train,na,Sit Down,,,,,Abc rides,Pettitts Animal Adventure Park,operating
Runaway Train,na,Sit Down,,,,,Cavazza Diego,Billing Aquadrome,operating
Runaway Train,na,Sit Down,,,,,Zamperla,Gulliver's Milton Keynes,operating
Runaway Train,na,Sit Down,,,,,Zamperla,Gulliver's World Warrington,operating
Runaway Train,na,Sit Down,,,,,na,Fort Fun Amusement Park,operating
Runaway Train,na,Sit Down,,,274,,Interlink,American Adventure Theme Park,closed definitely
Rutschebanen,Steel,Sit Down,75,22,987,0,ACE Coaster Classic,Bakken,operating
Rutschebanen,Wooden,Sit Down,50,13,720,0,L.A. Thompson Scenic Railway,Tivoli Gardens,operating
SL Coaster,Steel,Sit Down,,,,0,Togo,Yomiuriland,closed definitely
SL Coaster,Steel,Sit Down,,,,0,na,Thrill Valley,closed definitely
SOS Numerobis,Steel,Sit Down,32,6,200,0,Zierer,Parc Asterix,operating
Sahara Twist,Steel,Sit Down,,,,0,na,Leofoo Village Theme Park,operating
Salama,Steel,Sit Down,60,17,420,0,Maurer,Linnanmäki,operating
Sand Serpent,Steel,Sit Down,45,14,370,0,Mack,Busch Gardens Tampa,operating
Sandy's Blasting Bronco,Steel,Sit Down,,,,4,Intamin,Nickelodeon Universe Theme Park,construction
Saven,Steel,Sit Down,,24,400,0,Vekoma,Farup Sommerland,construction
Saw: The Ride,Steel,Sit Down,89,31,720,3,Gerstlauer,Thorpe Park,operating
Scary Toys Factory,Steel,Sit Down,,,,0,na,Legendia,operating
Scenic Railway,Steel,Sit Down,,,,0,na,Foire,unknown
Scenic Railway,Wooden,Sit Down,56,12,915,,na,Dreamland,operating
Scenic Railway,Wooden,Sit Down,60,16,967,0,na,Luna Park Melbourne,operating
Schlitt' Express,Steel,Sit Down,45,14,370,0,Mack,Nigloland,operating
Schlitte Mountain,na,Alpine,,,460,0,Wiegand,La Bresse,operating
